"OPENMONTH","LOAN_TERM","LOAN_SIZE","AGEINMONTHS","TOTAL_ACCOUNTS","TOTAL_IN_ARREARS"
"202504","8","9001 - 10000",2,272,39
"202501","1","2001 - 3000",7,4989,651
"202501","3","5001 - 6000",7,514,152
"202411","1","6001 - 7000",4,266,43
General,"5","6001 - 7000",2,39,9
"202410","7","9001 - 10000",3,141,34
"202408","2","1001 - 2000",1,205,17
"202502","1","4001 - 5000",4,1304,136
"202410","3",   0 - 1000,8,6,1
"202409","6","10000 +",3,1,0
"202404","3",   0 - 1000,7,13,3
"202406","7","10000 +",4,168,35
"202411","2","2001 - 3000",2,118,26
"202501","6","4001 - 5000",4,368,101
"202405","1","5001 - 6000",8,433,44
"202503","8","8001 - 9000",1,47,1
"202409","8","8001 - 9000",6,18,6
"202501","1","7001 - 8000",4,880,98
"202403","3","3001 - 4000",1,838,112
"202409","3","3001 - 4000",3,827,220
"202407","2","5001 - 6000",8,37,10
General,"5","5001 - 6000",2,46,10
General,"3","1001 - 2000",8,5345,1211
"202407","3","2001 - 3000",6,1016,285
"202407","8","9001 - 10000",7,446,214
"202405","3","1001 - 2000",4,453,92
"202401","3","1001 - 2000",4,461,96
"202407","1","5001 - 6000",2,532,64
"202405","1","5001 - 6000",7,433,44
"202504","4","4001 - 5000",4,1024,393
"202401","2","2001 - 3000",4,164,31
"202407","4","2001 - 3000",4,916,297
General,"5",   0 - 1000,2,1,0
"202404","1","2001 - 3000",5,4460,482
"202405","4","3001 - 4000",6,1271,464
"202401","2","1001 - 2000",2,212,44
"202406","6","3001 - 4000",4,298,70
"202502","5","5001 - 6000",1,4,0
"202505","5","3001 - 4000",2,8,2
"202405","6","7001 - 8000",8,2655,950
"202402","1","6001 - 7000",5,147,11
"202412","1","3001 - 4000",3,2982,490
"202505","6","7001 - 8000",2,2091,384
"202402","8","8001 - 9000",7,14,5
"202405","5","2001 - 3000",1,1,0
"202503","2","6001 - 7000",4,7,1
"202408","2","2001 - 3000",2,160,34
"202404","2","5001 - 6000",3,48,13
"202404","4","3001 - 4000",8,1293,391
"202403","4","6001 - 7000",5,774,309
"202404","6","5001 - 6000",7,633,230
"202401","4","2001 - 3000",7,810,234
"202412","1","5001 - 6000",8,709,117
"202407","1","6001 - 7000",4,205,23
"202411","1","3001 - 4000",6,2875,380
General,"8","7001 - 8000",6,3,1
"202412","6","9001 - 10000",6,1,0
"202402","3","5001 - 6000",5,436,151
"202408","3","6001 - 7000",6,277,100
"202410","6","6001 - 7000",5,388,173
General,"3","1001 - 2000",3,7754,1755
"202404","6","7001 - 8000",1,2909,247
"202408","7","9001 - 10000",1,164,10
"202403","6","6001 - 7000",8,456,183
"202410","5","4001 - 5000",1,4,0
"202501","2","3001 - 4000",5,71,7
"202403","5","5001 - 6000",7,3,3
"202502","3","3001 - 4000",4,768,214
"202502","2","5001 - 6000",1,26,2
"202406","5","4001 - 5000",3,8,1
"202401","6","1001 - 2000",3,65,10
"202411","5","2001 - 3000",2,7,2
"202412","3","5001 - 6000",4,790,320
"202502","2",   0 - 1000,1,9,1
"202412","6","7001 - 8000",1,2964,369
"202405","3","2001 - 3000",3,945,229
"202407","1","3001 - 4000",1,2507,320
"202409","1","2001 - 3000",7,4614,510
"202402","5","3001 - 4000",4,7,3
"202408","2","3001 - 4000",7,99,22
"202402","5","7001 - 8000",1,11,1
"202405","3","7001 - 8000",2,730,200
"202507","5","2001 - 3000",1,16,0
"202403","3","3001 - 4000",3,838,233
"202402","5","6001 - 7000",6,3,1
"202404","6",   0 - 1000,4,1,1
"202411","1","7001 - 8000",3,823,100
"202409","2","5001 - 6000",8,33,7
"202501","4","1001 - 2000",2,193,22
"202408","7","9001 - 10000",3,164,30
"202402","5","6001 - 7000",2,3,0
"202411","1","1001 - 2000",3,7684,1069
"202402","4","5001 - 6000",4,1097,436
"202408","4","5001 - 6000",3,1252,413
"202503","6","3001 - 4000",1,214,15
"202411","7","10000 +",4,386,121
General,"2","5001 - 6000",5,517,105
"202405","2","6001 - 7000",8,18,5
"202407","6","7001 - 8000",4,2846,1114
"202501","8","10000 +",2,1774,199
General,"5","2001 - 3000",1,64,4
"202412","1",   0 - 1000,2,2910,420
"202407","1","1001 - 2000",3,8255,1070
"202401","4","4001 - 5000",8,1192,417
"202410","1","6001 - 7000",4,286,36
"202407","3","7001 - 8000",2,680,223
"202403","8","10000 +",4,1107,274
"202406","8","8001 - 9000",4,14,2
"202505","4",   0 - 1000,2,1,0
"202501","2","3001 - 4000",2,71,7
"202402","2","7001 - 8000",4,125,37
"202402","3",   0 - 1000,7,19,3
"202406","3","2001 - 3000",6,910,218
"202505","1","1001 - 2000",3,7752,795
"202501","3","7001 - 8000",2,906,229
"202405","2","2001 - 3000",3,176,28
"202501","2",   0 - 1000,2,12,1
"202409","8","9001 - 10000",6,287,86
"202505","4","2001 - 3000",1,592,47
"202406","3","4001 - 5000",5,817,243
"202408","8","10000 +",1,1525,99
"202404","4","7001 - 8000",3,3681,1215
"202402","4","4001 - 5000",3,1152,373
"202404","1",   0 - 1000,6,3031,278
"202412","6","6001 - 7000",7,411,165
"202412","2","3001 - 4000",4,72,17
"202501","4","3001 - 4000",5,822,258
General,"1","2001 - 3000",1,94956,11763
"202506","5","1001 - 2000",2,1,0
"202408","4","2001 - 3000",5,946,276
"202408","5","2001 - 3000",4,3,1
"202410","4","7001 - 8000",8,3497,1467
"202401","6","3001 - 4000",6,282,79
"202401","1",   0 - 1000,4,2807,352
"202402","7","10000 +",1,74,5
"202410","3","4001 - 5000",4,842,273
"202412","2","4001 - 5000",1,52,8
"202403","2","7001 - 8000",6,153,28
"202403","1","5001 - 6000",1,453,44
"202402","6","7001 - 8000",8,2924,1067
"202403","4",   0 - 1000,4,4,0
"202403","3","4001 - 5000",5,879,242
"202412","7","8001 - 9000",7,1,0
"202502","6","7001 - 8000",5,1825,656
"202401","4","4001 - 5000",2,1192,314
"202408","5","4001 - 5000",1,6,0
"202502","5","6001 - 7000",4,2,0
"202507","5","6001 - 7000",1,36,0
"202410","3","3001 - 4000",7,990,314
"202404","1","7001 - 8000",7,570,53
"202401","6","3001 - 4000",5,282,77
"202405","5","2001 - 3000",5,1,0
"202403","1","6001 - 7000",5,182,18
"202401","4","1001 - 2000",1,336,32
"202412","1","1001 - 2000",1,7782,1197
"202406","4","3001 - 4000",1,1297,139
"202502","6","5001 - 6000",4,362,115
"202407","4","3001 - 4000",5,1430,518
"202408","3","1001 - 2000",2,491,79
"202403","6","5001 - 6000",1,629,63
"202408","2","4001 - 5000",5,83,18
"202506","6","4001 - 5000",1,453,33
"202405","1",   0 - 1000,4,3195,353
General,"7","10000 +",8,2532,851
"202406","1","1001 - 2000",8,7515,780
"202403","4","5001 - 6000",4,1300,479
"202403","6","6001 - 7000",5,456,179
"202405","1","2001 - 3000",3,5205,636
"202406","4","6001 - 7000",1,708,93
General,"2","3001 - 4000",5,1386,259
"202501","2","2001 - 3000",5,86,16
"202502","5","3001 - 4000",1,2,0
"202501","2","4001 - 5000",4,40,8
"202410","1","4001 - 5000",8,1367,150
"202406","5","3001 - 4000",5,5,2
"202411","5","4001 - 5000",6,5,1
"202501","3","4001 - 5000",3,823,251
"202401","1","3001 - 4000",1,1952,244
"202409","1","3001 - 4000",6,2394,265
"202407","4",   0 - 1000,1,12,2
"202501","4","2001 - 3000",1,504,47
"202410","8","10000 +",6,1684,806
"202406","5","2001 - 3000",6,6,2
General,"5","7001 - 8000",3,193,56
"202412","2","7001 - 8000",4,85,16
"202412","6","9001 - 10000",4,1,0
"202405","3","5001 - 6000",2,530,149
"202501","4","5001 - 6000",6,772,267
"202407","5","3001 - 4000",4,7,2
"202402","1","3001 - 4000",3,1924,222
"202408","3","3001 - 4000",6,877,235
General,"6","6001 - 7000",2,6187,1357
"202406","2","2001 - 3000",8,120,23
"202401","4","6001 - 7000",5,633,265
"202406","7","10000 +",8,168,46
General,"1",   0 - 1000,5,44584,4557
"202506","6","6001 - 7000",2,246,31
"202503","3","6001 - 7000",2,338,107
"202404","1","2001 - 3000",4,4460,482
"202412","3","4001 - 5000",8,1263,437
"202412","5","4001 - 5000",2,7,2
General,"7","8001 - 9000",5,18,6
"202403","6","5001 - 6000",5,629,211
"202409","1","5001 - 6000",4,517,50
"202408","2",   0 - 1000,8,12,1
"202503","1","1001 - 2000",4,7764,806
"202506","2","1001 - 2000",1,139,14
"202406","1","5001 - 6000",8,430,48
"202503","1","3001 - 4000",4,2601,297
"202408","1","5001 - 6000",1,552,55
"202404","3","2001 - 3000",8,1039,225
"202404","1","6001 - 7000",3,174,14
General,"3","2001 - 3000",3,17925,4657
"202412","2","1001 - 2000",1,183,26
"202408","5","7001 - 8000",1,10,1
"202404","3","2001 - 3000",7,1039,225
"202502","4","7001 - 8000",3,2419,769
"202505","4","4001 - 5000",1,1004,119
"202409","6","5001 - 6000",2,479,85
"202502","3","1001 - 2000",5,443,108
"202403","5","5001 - 6000",4,3,2
"202404","2",   0 - 1000,6,12,2
"202405","1","2001 - 3000",8,5205,636
"202411","6","2001 - 3000",7,83,27
"202408","2",   0 - 1000,2,12,1
"202410","1",   0 - 1000,2,2668,247
"202502","1","6001 - 7000",5,267,27
"202404","3","7001 - 8000",4,715,178
"202502","7","7001 - 8000",4,1,0
"202501","7","8001 - 9000",4,2,1
"202409","6","1001 - 2000",2,36,1
"202407","5","1001 - 2000",1,1,0
"202407","3","6001 - 7000",6,298,119
"202502","3","6001 - 7000",4,296,107
"202503","5","7001 - 8000",3,11,3
"202405","3","6001 - 7000",5,255,87
"202409","3","7001 - 8000",7,774,231
"202411","1","4001 - 5000",6,1436,199
"202409","3","5001 - 6000",2,518,152
"202501","6","3001 - 4000",3,203,46
"202504","3","7001 - 8000",4,1003,336
"202408","2","5001 - 6000",2,31,6
"202405","2","7001 - 8000",5,126,19
"202402","5","5001 - 6000",7,1,0
"202503","1","6001 - 7000",2,252,18
"202405","1","6001 - 7000",6,206,27
"202501","6","5001 - 6000",7,405,161
"202503","1",   0 - 1000,3,3470,334
General,"5","6001 - 7000",8,27,9
"202412","2","2001 - 3000",2,99,26
General,"6","6001 - 7000",3,5941,1843
"202407","5","4001 - 5000",4,11,1
"202411","1","2001 - 3000",2,6000,858
General,"1",   0 - 1000,4,47653,4818
"202502","1","6001 - 7000",2,267,27
"202412","4","3001 - 4000",2,1213,320
"202407","7","7001 - 8000",3,1,1
"202408","3","3001 - 4000",1,877,97
"202410","2","5001 - 6000",1,37,3
"202503","4","3001 - 4000",2,917,206
"202404","3","5001 - 6000",7,503,160
"202406","3","3001 - 4000",2,793,179
"202505","6","1001 - 2000",2,26,2
"202502","7","10000 +",2,339,41
"202403","1","2001 - 3000",8,4709,559
"202402","1","6001 - 7000",4,147,11
"202405","1","6001 - 7000",5,206,27
"202405","2","4001 - 5000",1,68,6
"202505","4","7001 - 8000",2,2928,639
"202407","4","5001 - 6000",1,1261,216
"202409","4","3001 - 4000",4,1114,389
"202403","5","6001 - 7000",7,1,0
"202404","3","7001 - 8000",5,715,178
"202407","1","1001 - 2000",6,8255,1070
"202406","5","3001 - 4000",3,5,1
"202501","1","6001 - 7000",7,262,33
"202407","4","7001 - 8000",8,3736,1597
General,"5","6001 - 7000",4,33,9
"202402","3","7001 - 8000",5,639,164
"202412","2","7001 - 8000",1,85,8
"202405","3","5001 - 6000",4,530,166
"202410","2","6001 - 7000",5,17,5
General,"1","6001 - 7000",5,3186,392
"202409","1","6001 - 7000",4,191,23
"202409","4","2001 - 3000",4,742,234
"202405","5","1001 - 2000",4,3,1
"202404","6",   0 - 1000,5,1,1
"202502","4","3001 - 4000",1,739,64
"202405","4","5001 - 6000",7,1159,420
"202402","3",   0 - 1000,1,19,0
"202504","6","5001 - 6000",4,487,129
"202412","3","7001 - 8000",6,1298,461
"202412","6","2001 - 3000",4,123,37
"202409","3",   0 - 1000,1,10,3
"202405","5","4001 - 5000",6,5,3
"202405","6","5001 - 6000",7,589,208
"202403","3","3001 - 4000",5,838,235
"202403","1","5001 - 6000",3,453,44
"202501","1","5001 - 6000",1,668,92
"202405","6","4001 - 5000",6,554,160
"202406","3","6001 - 7000",8,225,70
"202402","1","6001 - 7000",3,147,11
"202406","4","3001 - 4000",4,1297,431
"202405","4","4001 - 5000",1,1344,156
"202405","5","2001 - 3000",2,1,0
"202401","1","6001 - 7000",7,125,15
"202503","1",   0 - 1000,2,3470,334
"202406","3","5001 - 6000",8,517,174
General,"8","7001 - 8000",1,19,1
"202410","5","3001 - 4000",5,3,2
"202403","4","2001 - 3000",3,939,219
"202503","1","4001 - 5000",2,1333,124
"202501","4","1001 - 2000",5,193,45
"202409","1","3001 - 4000",1,2394,262
"202411","4","3001 - 4000",6,1042,435
"202412","3","4001 - 5000",3,1263,436
General,"8","9001 - 10000",1,7113,491
"202501","1","3001 - 4000",5,2448,299
"202403","8","10000 +",6,1107,354
General,"6","4001 - 5000",8,6290,2117
"202503","5","3001 - 4000",1,1,0
"202407","1","5001 - 6000",3,532,64
"202502","2","5001 - 6000",3,26,5
"202402","4",   0 - 1000,5,9,1
"202411","2","5001 - 6000",4,25,6
"202411","1","6001 - 7000",3,266,43
"202406","4",   0 - 1000,1,13,1
"202405","3","3001 - 4000",8,766,190
"202503","8","8001 - 9000",3,47,6
"202504","5","2001 - 3000",4,4,1
"202405","3","4001 - 5000",8,768,230
"202503","2",   0 - 1000,5,6,2
"202410","5","7001 - 8000",5,14,7
General,"4","5001 - 6000",8,13955,5568
"202401","3","5001 - 6000",3,458,150
"202411","5","3001 - 4000",1,1,0
"202406","5","1001 - 2000",7,1,0
"202401","1","7001 - 8000",7,452,40
"202504","5","6001 - 7000",2,1,0
"202403","1","5001 - 6000",2,453,44
"202410","6","5001 - 6000",6,570,242
"202503","8","8001 - 9000",2,47,3
"202405","3","1001 - 2000",6,453,92
"202402","4","6001 - 7000",5,626,236
"202402","4","5001 - 6000",1,1097,162
"202501","5","2001 - 3000",7,3,1
"202411","1",   0 - 1000,3,2870,284
"202404","2","4001 - 5000",4,67,14
"202404","5","3001 - 4000",8,7,1
"202505","4","2001 - 3000",2,592,94
"202401","4","6001 - 7000",1,633,111
"202501","7","10000 +",3,325,62
"202401","2","5001 - 6000",1,22,1
"202410","1","6001 - 7000",1,286,36
"202410","2","7001 - 8000",4,96,23
"202505","4","6001 - 7000",1,488,66
"202411","5","2001 - 3000",8,7,3
"202406","5","7001 - 8000",1,12,0
"202401","3","5001 - 6000",8,458,150
"202501","5","5001 - 6000",5,3,1
General,"2",   0 - 1000,7,172,38
"202411","5","6001 - 7000",2,3,1
"202405","2","1001 - 2000",6,211,37
"202402","5","6001 - 7000",4,3,1
"202503","1","5001 - 6000",4,546,59
"202502","3","6001 - 7000",3,296,107
"202411","6","2001 - 3000",8,83,27
"202406","7","10000 +",2,168,21
"202405","2","5001 - 6000",1,41,1
"202402","4","3001 - 4000",6,1127,351
"202412","3","1001 - 2000",8,433,130
"202406","2","7001 - 8000",7,146,23
General,"1","5001 - 6000",4,8462,972
"202402","7","10000 +",4,74,20
"202402","1","6001 - 7000",6,147,11
"202502","7","9001 - 10000",1,104,6
"202402","5","7001 - 8000",7,11,3
"202405","8","9001 - 10000",6,391,121
"202502","8","10000 +",4,1687,412
"202412","8","8001 - 9000",3,43,15
"202403","2",   0 - 1000,8,20,5
"202409","1","2001 - 3000",1,4614,491
"202409","5","4001 - 5000",1,5,0
"202409","8","8001 - 9000",1,18,0
"202406","5","2001 - 3000",2,6,2
"202504","1","7001 - 8000",1,730,59
"202502","1","1001 - 2000",1,7128,712
"202411","5","4001 - 5000",2,5,1
"202404","8","8001 - 9000",3,15,2
"202502","2","1001 - 2000",5,157,30
"202503","6","3001 - 4000",5,214,72
"202403","7","9001 - 10000",5,176,49
"202410","6","3001 - 4000",5,206,78
"202503","4","6001 - 7000",4,493,201
"202507","6","2001 - 3000",1,107,1
"202412","6","7001 - 8000",5,2964,1199
General,"3","2001 - 3000",7,13169,3383
"202503","2","2001 - 3000",3,88,16
"202505","8","6001 - 7000",3,1,0
"202412","3","5001 - 6000",3,790,320
"202406","5","4001 - 5000",1,8,1
"202506","2","1001 - 2000",2,139,45
"202506","5","7001 - 8000",1,11,1
"202502","4",   0 - 1000,6,3,1
"202403","1","6001 - 7000",6,182,18
"202411","4","5001 - 6000",1,1047,168
"202407","1",   0 - 1000,4,3073,346
"202409","2","6001 - 7000",6,14,2
"202407","7","8001 - 9000",6,2,0
"202502","2","2001 - 3000",6,92,17
"202411","8","10000 +",7,2139,751
General,"1","2001 - 3000",7,65747,8228
"202501","2","2001 - 3000",3,86,16
"202401","3","4001 - 5000",3,645,216
"202405","3","6001 - 7000",3,255,87
"202407","1","7001 - 8000",6,665,86
"202403","4","5001 - 6000",7,1300,480
"202504","1","3001 - 4000",1,2164,230
"202501","6","7001 - 8000",1,1859,162
"202408","2","3001 - 4000",1,99,16
"202506","6","5001 - 6000",1,432,44
"202410","6","2001 - 3000",4,88,27
"202503","3","6001 - 7000",3,338,114
"202410","2","1001 - 2000",2,168,27
"202501","4","5001 - 6000",5,772,267
"202408","4","6001 - 7000",6,856,354
"202504","2","5001 - 6000",4,21,6
"202403","7","10000 +",4,157,34
"202407","1","3001 - 4000",5,2507,324
"202402","2","5001 - 6000",5,45,9
"202403","1","1001 - 2000",6,7542,884
"202504","3","3001 - 4000",4,1011,303
"202403","8","10000 +",5,1107,323
"202403","3","5001 - 6000",2,527,138
"202401","2","5001 - 6000",5,22,1
"202406","3","7001 - 8000",1,746,103
"202503","5","4001 - 5000",2,4,1
"202408","8","8001 - 9000",5,20,6
"202502","2","1001 - 2000",6,157,30
General,"2","3001 - 4000",3,1491,280
"202502","2","3001 - 4000",4,59,8
"202407","1","3001 - 4000",7,2507,324
"202503","3","3001 - 4000",5,1170,343
"202408","2","6001 - 7000",2,15,3
"202410","2","3001 - 4000",4,95,18
"202409","1","7001 - 8000",4,636,63
"202409","8","9001 - 10000",8,287,91
"202401","8","9001 - 10000",7,497,167
"202406","4","1001 - 2000",4,288,86
"202401","5","1001 - 2000",8,2,1
"202408","1","6001 - 7000",8,191,29
"202410","4",   0 - 1000,1,1,0
"202402","6","4001 - 5000",4,520,128
"202412","1","2001 - 3000",5,5798,985
"202405","6","7001 - 8000",1,2655,216
"202401","5","5001 - 6000",8,1,0
"202405","3","7001 - 8000",5,730,223
"202412","3",   0 - 1000,3,11,4
General,"6","1001 - 2000",4,669,123
"202403","1","4001 - 5000",1,979,91
General,"3","4001 - 5000",8,10161,3110
"202412","4","3001 - 4000",7,1213,449
"202411","3","3001 - 4000",6,1004,338
"202409","1","5001 - 6000",2,517,50
"202403","4","7001 - 8000",2,4264,1083
"202503","4","2001 - 3000",2,543,97
"202404","1","7001 - 8000",8,570,53
"202412","5","1001 - 2000",2,1,0
"202410","6","6001 - 7000",7,388,180
"202406","4","4001 - 5000",1,1368,174
"202405","4","6001 - 7000",7,651,250
"202406","2","7001 - 8000",6,146,23
General,"3","1001 - 2000",7,5763,1294
"202502","2","4001 - 5000",2,36,3
"202411","2","1001 - 2000",2,184,45
"202405","1","1001 - 2000",8,8046,982
"202412","2","3001 - 4000",1,72,9
"202405","8","9001 - 10000",5,391,114
"202401","6","5001 - 6000",8,535,191
"202406","3",   0 - 1000,5,11,5
"202406","5","6001 - 7000",8,3,2
"202412","7","9001 - 10000",1,214,13
"202503","3",   0 - 1000,2,18,2
"202406","3","1001 - 2000",8,406,89
"202409","2","2001 - 3000",7,126,27
"202411","2","6001 - 7000",5,10,3
"202501","4",   0 - 1000,4,2,0
"202405","6","5001 - 6000",6,589,208
"202411","1",   0 - 1000,4,2870,284
"202507","4",   0 - 1000,1,4,0
"202402","3",   0 - 1000,4,19,3
"202502","5","7001 - 8000",2,6,1
"202503","1","4001 - 5000",3,1333,124
"202410","3","5001 - 6000",6,687,229
"202407","4","3001 - 4000",8,1430,518
"202412","1","4001 - 5000",7,1493,230
"202403","3","2001 - 3000",7,1120,257
"202410","3","2001 - 3000",1,1019,115
"202401","8","10000 +",5,525,177
"202407","2",   0 - 1000,3,14,3
"202401","1","6001 - 7000",8,125,15
"202407","2","2001 - 3000",5,135,24
General,"1","7001 - 8000",7,8652,896
"202406","6","7001 - 8000",4,2900,911
"202401","4","1001 - 2000",6,336,91
"202411","4","4001 - 5000",1,1049,183
"202407","5","3001 - 4000",7,7,2
General,"7","10000 +",3,4504,858
General,"1","1001 - 2000",1,140103,16589
"202411","5","5001 - 6000",5,4,1
"202501","1","3001 - 4000",4,2448,299
"202501","1","4001 - 5000",2,1338,151
"202506","5","4001 - 5000",2,3,1
"202505","2","1001 - 2000",1,167,12
"202410","6","7001 - 8000",8,2749,1186
"202410","4",   0 - 1000,7,1,0
"202506","3","1001 - 2000",2,477,56
"202412","3","2001 - 3000",4,1291,373
"202505","8","9001 - 10000",3,295,38
"202404","2",   0 - 1000,4,12,2
"202504","4","5001 - 6000",2,945,234
"202408","7","10000 +",7,216,69
"202401","2","6001 - 7000",7,15,4
"202411","2","4001 - 5000",7,41,11
"202406","3","6001 - 7000",7,225,70
"202410","2","2001 - 3000",8,143,24
"202406","5","3001 - 4000",2,5,0
"202505","1","6001 - 7000",3,203,21
"202401","6","5001 - 6000",7,535,191
"202409","6","7001 - 8000",3,2463,734
"202407","2","7001 - 8000",1,93,13
"202504","1","3001 - 4000",2,2164,235
"202505","5","5001 - 6000",3,2,1
"202405","3","3001 - 4000",1,766,80
"202501","8","9001 - 10000",5,280,79
"202409","1","2001 - 3000",6,4614,510
"202501","8","8001 - 9000",5,22,9
"202401","3","7001 - 8000",7,658,210
"202407","2","6001 - 7000",6,14,2
"202404","4","6001 - 7000",8,689,279
"202502","3","1001 - 2000",6,443,108
"202411","1","5001 - 6000",2,742,109
"202407","7","10000 +",2,210,55
"202404","3","1001 - 2000",2,499,68
"202505","6","4001 - 5000",3,481,102
"202403","3","5001 - 6000",3,527,154
"202401","6","6001 - 7000",3,308,86
"202411","6","7001 - 8000",1,2801,348
"202408","1","7001 - 8000",8,670,54
"202407","5","4001 - 5000",7,11,1
"202410","6","4001 - 5000",6,398,150
"202504","4","7001 - 8000",2,3085,714
"202505","2","6001 - 7000",3,7,3
"202412","4",   0 - 1000,6,3,1
"202412","1","6001 - 7000",1,251,52
"202412","6","9001 - 10000",5,1,0
"202411","2","3001 - 4000",1,81,13
"202411","2",   0 - 1000,5,8,3
"202502","6","3001 - 4000",3,137,21
"202410","2","6001 - 7000",1,17,3
"202406","8","10000 +",2,1207,138
"202504","3","5001 - 6000",3,575,191
"202409","8","8001 - 9000",7,18,6
General,"1","7001 - 8000",2,12616,1299
"202411","4","3001 - 4000",1,1042,141
"202401","3","1001 - 2000",5,461,96
"202408","4","1001 - 2000",6,338,100
"202503","4","2001 - 3000",3,543,124
"202407","2",   0 - 1000,6,14,3
"202409","2","6001 - 7000",7,14,2
"202402","2","4001 - 5000",6,58,8
"202411","2","2001 - 3000",8,118,27
General,"3","5001 - 6000",8,6755,2366
"202412","3","2001 - 3000",2,1291,322
"202409","5","6001 - 7000",5,3,0
"202408","5","6001 - 7000",8,4,1
"202401","4",   0 - 1000,1,10,1
"202407","4","7001 - 8000",5,3736,1597
"202504","5","2001 - 3000",1,4,0
"202411","2",   0 - 1000,6,8,3
"202410","8","10000 +",2,1684,224
"202406","3",   0 - 1000,8,11,5
"202501","4","4001 - 5000",6,827,284
"202405","1","6001 - 7000",1,206,27
"202503","5","7001 - 8000",2,11,3
"202405","7","10000 +",8,140,51
"202505","7","9001 - 10000",3,110,15
"202505","1","7001 - 8000",1,774,79
"202503","5","4001 - 5000",3,4,2
"202407","3","6001 - 7000",8,298,119
"202404","1","3001 - 4000",6,1986,203
"202406","4","2001 - 3000",8,889,254
"202408","4","1001 - 2000",7,338,100
"202402","3","4001 - 5000",7,697,185
"202404","8","9001 - 10000",2,446,63
"202501","5","3001 - 4000",5,4,1
"202406","8","10000 +",7,1207,376
"202411","3",   0 - 1000,8,7,3
"202506","8","9001 - 10000",1,285,21
"202401","1","5001 - 6000",1,333,40
"202405","1",   0 - 1000,5,3195,353
"202402","3",   0 - 1000,5,19,3
"202411","3","1001 - 2000",6,432,126
"202503","1","1001 - 2000",3,7764,806
"202409","2","3001 - 4000",3,95,13
"202402","8","10000 +",6,803,249
General,"6","9001 - 10000",3,2,1
"202408","3","1001 - 2000",1,491,42
"202502","3","6001 - 7000",1,296,55
"202410","3","6001 - 7000",2,368,115
"202402","1","5001 - 6000",5,331,33
"202411","6","6001 - 7000",8,412,173
"202506","7","10000 +",1,465,18
"202502","2","2001 - 3000",4,92,17
"202402","1","1001 - 2000",2,6725,814
"202401","6","2001 - 3000",2,120,10
"202401","4","2001 - 3000",3,810,213
"202402","6","7001 - 8000",6,2924,1067
"202404","5","2001 - 3000",6,4,2
"202409","2","1001 - 2000",5,167,25
"202505","4","6001 - 7000",2,488,136
"202501","1","7001 - 8000",3,880,98
"202412","3","2001 - 3000",1,1291,201
"202409","2","6001 - 7000",2,14,2
"202408","6","4001 - 5000",3,526,126
"202412","6","9001 - 10000",1,1,0
"202411","6","2001 - 3000",6,83,27
"202504","2","2001 - 3000",1,72,4
"202411","6","7001 - 8000",6,2801,1255
"202501","6",   0 - 1000,2,1,0
"202403","3","3001 - 4000",8,838,235
General,"1","6001 - 7000",7,2667,347
"202412","4","3001 - 4000",8,1213,449
"202407","4","3001 - 4000",4,1430,517
"202412","5","2001 - 3000",3,4,2
"202504","7","10000 +",2,450,45
General,"8","9001 - 10000",5,6012,1907
"202402","4","4001 - 5000",6,1152,400
"202408","1","4001 - 5000",7,1216,130
"202408","1","3001 - 4000",1,2538,296
"202410","2","2001 - 3000",4,143,24
"202507","7","3001 - 4000",1,1,0
"202405","3","5001 - 6000",3,530,166
"202409","3","1001 - 2000",6,372,71
"202401","5","5001 - 6000",1,1,0
"202505","5","6001 - 7000",2,4,3
"202401","2","7001 - 8000",8,79,11
"202501","8","8001 - 9000",7,22,10
"202406","5","7001 - 8000",6,12,4
"202409","5","3001 - 4000",2,2,0
"202505","6","5001 - 6000",2,521,120
"202405","4","3001 - 4000",4,1271,461
"202412","6","2001 - 3000",2,123,20
"202409","3","2001 - 3000",2,896,177
"202404","7","8001 - 9000",3,2,0
"202404","5","6001 - 7000",3,1,0
"202406","2","3001 - 4000",3,92,14
General,"3","7001 - 8000",8,9825,3089
"202409","3","7001 - 8000",3,774,230
"202402","4","1001 - 2000",7,332,91
"202404","5","7001 - 8000",5,13,5
General,"6","7001 - 8000",5,39787,14998
"202402","2",   0 - 1000,5,11,2
"202411","7","10000 +",3,386,96
"202504","8","8001 - 9000",3,52,7
"202501","2",   0 - 1000,6,12,1
"202501","8","10000 +",5,1774,507
General,"3","7001 - 8000",1,16685,2414
"202411","7","7001 - 8000",8,1,1
"202410","3","7001 - 8000",4,937,309
"202403","2","3001 - 4000",5,121,25
"202409","4",   0 - 1000,3,2,1
"202507","8","10000 +",1,2414,31
"202404","6",   0 - 1000,2,1,0
"202407","3","3001 - 4000",2,835,208
"202503","1","3001 - 4000",1,2601,290
"202406","6","6001 - 7000",5,363,120
General,"2","1001 - 2000",3,3185,567
"202401","3","1001 - 2000",8,461,96
"202406","1",   0 - 1000,3,2928,283
"202405","3","3001 - 4000",5,766,190
"202502","1","5001 - 6000",3,668,63
"202505","8","4001 - 5000",3,1,0
"202406","2","5001 - 6000",5,38,4
"202403","3","2001 - 3000",4,1120,257
"202406","4","7001 - 8000",5,3838,1434
"202502","1",   0 - 1000,4,2992,255
General,"7","7001 - 8000",2,3,2
General,"8","7001 - 8000",2,9,1
"202401","8","9001 - 10000",6,497,164
"202410","1","6001 - 7000",5,286,36
"202501","5","6001 - 7000",2,2,0
"202411","5","2001 - 3000",5,7,3
